age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M,race,sex,recidivism
20.0,0.0,0.0,2.0,0.4399866989256357,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
30.311212076880846,1.0311874675809065,2.972400112479196,0.0,5.801629876337099,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,0.0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
35.66607443716584,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,1.0
35.08552900382015,0.0,0.0,0.0,4.674992037097947,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
21.81600301533348,0.0,15.983944686938878,0.0,10.726210216867898,0.0,0.0,1.0,0.0,1.0,African-American,1.0,1.0
24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,African-American,1.0,0.0
43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
53.993845814934595,0.0,0.0,0.0,12.579357979909652,0.0,1.0,0.0,1.0,0.0,African-American,1.0,1.0
18.182375322448564,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
26.28722784896434,0.0,0.0,0.6703158536022484,2.053054000498612,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
32.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
45.202024514365654,0.0,0.0,1.0,20.40140266149924,0.0,1.0,0.0,1.0,0.0,African-American,1.0,1.0
47.0,0.0,0.0,0.0,3.5230678746580972,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
32.67002831335665,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
20.21007200280706,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,0.0,0.0
39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
45.03428631445644,0.0,1.7372301968710104,0.0,16.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
33.75139056841521,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
27.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,0.0
40.043419991185374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
58.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
31.918430448432662,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
36.0,0.0,0.0,0.0,2.786174060821949,1.0,0.0,0.0,1.0,0.0,African-American,0.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,0.0,1.0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
26.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,1.0
24.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Caucasian,0.0,0.0
21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,African-American,0.0,1.0
20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
35.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,0.0,0.0
53.73238763253187,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,1.0
36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
37.37068839532724,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
46.66158951725466,0.0,0.0,0.0,7.329817832061831,0.0,1.0,0.0,1.0,0.0,African-American,1.0,1.0
65.0,0.0,0.0,0.0,1.618363920493298,0.0,1.0,0.0,1.0,0.0,Caucasian,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,1.0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
23.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,African-American,1.0,1.0
21.0,-0.39918904156639556,0.0,9.36158888197474,2.0,0.0,0.0,1.0,0.0,1.0,Caucasian,1.0,0.0
32.11581494722401,0.0,0.07416361168385517,0.0,16.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Caucasian,1.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
30.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
21.213826023891986,0.0,0.7892149039740062,1.0,3.0,0.0,0.0,1.0,0.0,1.0,Caucasian,0.0,1.0
44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,African-American,1.0,0.0
21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,0.0,0.0
63.049470591056675,0.0,0.0,0.0,-4.2713998678705325,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
46.626239248450915,0.0,0.0,0.0,7.105211287179016,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
26.39879154828176,0.0,1.2276133223933734,3.0,8.203649669428012,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,1.0
38.361063908188456,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,1.0
56.67408050951919,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Caucasian,0.0,0.0
45.436191847769365,0.0,0.0,0.0,5.306314711413394,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,1.0
31.42955689098457,0.0,0.0,2.090844868923613,11.668476038091137,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
28.88457200223844,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
38.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,0.0
28.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
21.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
35.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
44.59693351579869,0.0,0.0,0.0,3.928501643582407,0.0,1.0,0.0,0.0,1.0,African-American,1.0,0.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,African-American,1.0,1.0
55.76257907498785,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
32.91403446539767,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
29.030943921751692,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
32.54425146381851,0.0,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,African-American,1.0,0.0
60.97803575318048,0.0,0.0,0.0,1.4012821149455124,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,1.0
23.076935590440673,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
49.0,0.0,0.0,0.0,1.556301371056065,0.0,1.0,0.0,0.0,1.0,African-American,1.0,1.0
37.03142857827732,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,0.0
37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,1.0
26.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
44.570010068949436,0.0,0.0,0.0,5.682446486604662,0.0,1.0,0.0,1.0,0.0,African-American,0.0,1.0
30.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
38.0,0.0,0.0,0.0,2.050656414310649,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
27.01072701720593,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
47.88392836364456,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,1.0
56.0,0.0,0.0,0.0,3.260909847846083,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
21.904060550154515,0.0,3.311079109019621,1.0,3.0,0.0,0.0,1.0,0.0,1.0,Caucasian,0.0,1.0
27.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
64.30999873030558,0.0,0.0,0.0,7.942312346673905,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
39.775600303583246,0.0,0.0,0.0,4.393053496167157,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,0.0
33.030295639479945,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
31.74749049506752,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
36.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
35.36193718328653,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Caucasian,0.0,0.0
21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,0.0,0.0
45.54789020966739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Caucasian,0.0,0.0
29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
25.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
32.210013063502785,0.0,0.0,1.0,2.4470207331891465,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
47.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
22.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
23.6603060605496,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,Caucasian,1.0,1.0
32.50554486079386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,1.0
26.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
27.868434735164772,0.0,0.0,0.0,8.881838008470272,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
21.75173876898564,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,0.0
24.517185372014314,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,1.0
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,1.0
36.0,0.0,0.0,0.0,13.947846754375107,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
69.6250770292039,0.0,0.0,0.0,6.189516090739631,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,1.0
24.0,0.0,0.5136448910206523,0.0,3.9979766509327295,0.0,0.0,1.0,0.0,1.0,African-American,0.0,1.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,1.0
31.162198006536347,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
45.14851735141917,0.0,0.0,0.0,1.0845945907641923,0.0,1.0,0.0,1.0,0.0,African-American,0.0,0.0
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,1.0
29.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
65.02985227104018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Caucasian,0.0,0.0
68.30878321375404,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
40.87635087530221,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
27.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
26.613582847537913,0.0,0.0,0.0,8.340453477835032,0.0,1.0,0.0,1.0,0.0,African-American,0.0,1.0
31.348450239993255,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
43.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
21.123103922794016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Caucasian,0.0,1.0
46.25188361307529,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
31.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
45.0,0.0,0.0,0.0,6.0271191049846395,0.0,1.0,0.0,1.0,0.0,African-American,1.0,0.0
31.223061576307867,0.0,0.0,0.0,8.72763826989663,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
32.32570784523734,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
23.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
53.74537847379428,0.0,0.0,0.0,6.057641239354514,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
25.28138492317933,0.0,0.0,2.0,1.488418285510636,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,1.0
32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
25.98155635815273,0.0,0.0,-2.6587794268009013,29.507298049855127,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
36.821909434996876,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Caucasian,0.0,0.0
43.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
39.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,0.0,0.0
26.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,1.0
42.37457447530826,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
39.65175441220103,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
62.337207516467245,0.0,0.0,0.0,-4.610933317424802,0.0,1.0,0.0,0.0,1.0,African-American,0.0,0.0
27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
44.0,0.0,0.0,0.0,1.8100053780680931,1.0,0.0,0.0,0.0,1.0,Caucasian,0.0,0.0
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,0.0
23.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,African-American,0.0,1.0
60.380778793070235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Caucasian,0.0,0.0
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,African-American,1.0,0.0
50.388956679190606,0.0,0.0,0.0,3.4333284220759843,0.0,1.0,0.0,1.0,0.0,Caucasian,1.0,0.0
42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
22.847261582839185,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,1.0
51.0,0.0,0.0,0.0,21.939700391471753,0.0,1.0,0.0,1.0,0.0,African-American,1.0,1.0
36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
37.98802693990706,0.0,2.342155551203985,0.0,19.448980659044032,1.0,0.0,0.0,1.0,0.0,African-American,0.0,1.0
54.77425538349738,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,African-American,0.0,0.0
35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Caucasian,1.0,1.0
40.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,0.0
32.07937362698313,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,0.0
19.099780014536154,4.014042215676373,0.0,0.0,3.9336431033258092,0.0,0.0,1.0,1.0,0.0,African-American,1.0,1.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
27.0,0.2993293009151241,-0.9245055686175327,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,0.0
27.0,-1.2712691996044925,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,African-American,0.0,0.0
50.20157582962304,0.0,0.0,0.0,2.011669478984383,0.0,1.0,0.0,0.0,1.0,Caucasian,0.0,1.0
47.26818333981319,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,African-American,1.0,0.0
32.24375416288718,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
50.952257130246664,0.0,0.0,0.0,2.1454679306129796,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,1.0
53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Caucasian,0.0,0.0
22.0,0.0,2.4201494913952004,0.0,3.7063419893768934,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,0.0,0.0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
32.443521223050915,0.0,0.6077243776234236,0.006191503559378034,15.871272577903797,1.0,0.0,0.0,1.0,0.0,Caucasian,1.0,1.0
47.718364391896245,0.0,0.0,0.0,9.209842538482532,0.0,1.0,0.0,1.0,0.0,African-American,1.0,1.0
39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Caucasian,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
49.37996010374609,0.0,0.0,0.0,5.412866608761032,0.0,1.0,0.0,0.0,1.0,African-American,1.0,0.0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
51.95046222451052,0.0,0.0,0.0,9.027322328405335,0.0,1.0,0.0,0.0,1.0,Caucasian,1.0,0.0
39.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,African-American,1.0,0.0
36.0,0.0,0.0,1.0,16.67833653894092,1.0,0.0,0.0,0.0,1.0,African-American,1.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,African-American,1.0,0.0
